author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,district,street,house_number,underground,residential_complex,house_material_type,year_construction,finishing_type,heating_type,housing_type
Century 21 Харламов,real_estate_agent,https://krasnogorsk.cian.ru/sale/flat/306132012/,Красногорск,sale,flat,20,31,1,38.84,9299000,,,к13,Липовая Роща,Спутник ЖК,Не указано,-1,Не указано,Не указано,Не указано
СИТИ21,developer,https://krasnogorsk.cian.ru/sale/flat/308706709/,Красногорск,sale,flat,3,6,3,70.4,17550920,,аллея Золотая,1,Опалиха,8 кленов,Не указано,-1,Не указано,Не указано,Не указано
ID 122537758,homeowner,https://krasnogorsk.cian.ru/sale/flat/308202485/,Красногорск,sale,flat,14,17,1,42.2,9700000,,бульвар Павшинский,1,Пенягино,,Не указано,-1,Не указано,Не указано,Не указано
Самолет,developer,https://krasnogorsk.cian.ru/sale/flat/308656165/,Красногорск,sale,flat,9,30,3,85.9,29375996,,,20,Липовая Роща,Спутник ЖК,Не указано,-1,Не указано,Не указано,Не указано
ИП Горбунова Н. А.,real_estate_agent,https://krasnogorsk.cian.ru/sale/flat/306103074/,Красногорск,sale,flat,28,33,2,43.5,9700000,, Липовой Рощи,1к2,Строгино,Sky Sputnik,Не указано,-1,Не указано,Не указано,Не указано
Самолет,developer,https://krasnogorsk.cian.ru/sale/flat/309009817/,Красногорск,sale,flat,8,32,-1,32.4,8160621,, Липовой Рощи,4к4,Строгино,Sky Sputnik,Не указано,-1,Не указано,Не указано,Не указано
ID 17666626,homeowner,https://krasnogorsk.cian.ru/sale/flat/305586147/,Красногорск,sale,flat,9,25,1,36.0,10250000,, Молодежная,4,Пенягино,Молодежный (Красногорск),Не указано,-1,Не указано,Не указано,Не указано
СИТИ21,developer,https://krasnogorsk.cian.ru/sale/flat/308992715/,Красногорск,sale,flat,6,6,2,48.4,13972990,,аллея Золотая,1,Опалиха,8 кленов,Не указано,-1,Не указано,Не указано,Не указано
ID 85339350,homeowner,https://krasnogorsk.cian.ru/sale/flat/307698006/,Красногорск,sale,flat,2,23,1,42.6,10300000,,Павшинская ,2,Павшино,Павшинский,Не указано,-1,Не указано,Не указано,Не указано
Самолет,developer,https://krasnogorsk.cian.ru/sale/flat/308656161/,Красногорск,sale,flat,2,30,3,89.51,30461685,,,20,Липовая Роща,Спутник ЖК,Не указано,-1,Не указано,Не указано,Не указано
ID 112922917,homeowner,https://krasnogorsk.cian.ru/sale/flat/303205399/,Красногорск,sale,flat,5,12,3,60.6,10500000,, Военный Городок Павшино,6,Павшино,,Не указано,-1,Не указано,Не указано,Не указано
Самолет,developer,https://krasnogorsk.cian.ru/sale/flat/308656154/,Красногорск,sale,flat,28,32,-1,24.43,9212602,,,21,Липовая Роща,Спутник ЖК,Не указано,-1,Не указано,Не указано,Не указано
Вертикаль,real_estate_agent,https://krasnogorsk.cian.ru/sale/flat/306611767/,Красногорск,sale,flat,2,9,3,63.1,11500000,, Ленина,47к2,Опалиха,,Не указано,-1,Не указано,Не указано,Не указано
Садовое кольцо,developer,https://krasnogorsk.cian.ru/sale/flat/308818804/,Красногорск,sale,flat,11,28,2,71.04,15709359,,,к8,Павшино,Тетрис ЖК,Не указано,-1,Не указано,Не указано,Не указано
На Петровке,real_estate_agent,https://krasnogorsk.cian.ru/sale/flat/302899729/,Красногорск,sale,flat,9,10,2,49.8,11990000,,Железнодорожная ,38,Красногорская,,Не указано,-1,Не указано,Не указано,Не указано
Самолет,developer,https://krasnogorsk.cian.ru/sale/flat/308650139/,Красногорск,sale,flat,21,24,1,22.14,7998619,,,к2,Строгино,Квартал Строгино ЖК,Не указано,-1,Не указано,Не указано,Не указано
ID 78272167,unknown,https://krasnogorsk.cian.ru/sale/flat/307950910/,Красногорск,sale,flat,15,25,1,40.0,12000000,,бульвар Красногорский,18,Пенягино,Павшинская пойма мкрн. 4,Не указано,-1,Не указано,Не указано,Не указано
ID 66056028,homeowner,https://krasnogorsk.cian.ru/sale/flat/305839859/,Красногорск,sale,flat,4,6,2,45.6,12500000,, Пришвина,9,Опалиха,Опалиха О3,Не указано,-1,Не указано,Не указано,Не указано
СИТИ21,developer,https://krasnogorsk.cian.ru/sale/flat/302743626/,Красногорск,sale,flat,6,6,2,46.8,13551270,,аллея Золотая,1,Опалиха,8 кленов,Не указано,-1,Не указано,Не указано,Не указано
Ай Кью Проекты,real_estate_agent,https://krasnogorsk.cian.ru/sale/flat/306909255/,Красногорск,sale,flat,6,32,2,57.5,12990000,, Липовой Рощи,4к4,Строгино,Sky Sputnik,Не указано,-1,Не указано,Не указано,Не указано
ПОЙМА24 РУ,real_estate_agent,https://krasnogorsk.cian.ru/sale/flat/301218899/,Красногорск,sale,flat,9,17,2,48.9,7700000,,Успенская ,32,Павшино,,Не указано,-1,Не указано,Не указано,Не указано
Самолет,developer,https://krasnogorsk.cian.ru/sale/flat/308656149/,Красногорск,sale,flat,22,32,1,48.3,13940491,,,21,Липовая Роща,Спутник ЖК,Не указано,-1,Не указано,Не указано,Не указано
Андрей Зарубин,realtor,https://krasnogorsk.cian.ru/sale/flat/302169847/,Красногорск,sale,flat,4,32,2,62.4,16000000,, Липовой Рощи,6к2,Строгино,Sky Sputnik,Не указано,-1,Не указано,Не указано,Не указано
Банк ТРАСТ,real_estate_agent,https://krasnogorsk.cian.ru/sale/flat/306977724/,Красногорск,sale,flat,8,9,1,43.2,6930000,, Пришвина,16,Опалиха,Опалиха О3,Не указано,-1,Не указано,Не указано,Не указано
Самолет,developer,https://krasnogorsk.cian.ru/sale/flat/308656190/,Красногорск,sale,flat,13,30,-1,19.0,6249585,,,20,Липовая Роща,Спутник ЖК,Не указано,-1,Не указано,Не указано,Не указано
Алексей Спицын,realtor,https://krasnogorsk.cian.ru/sale/flat/307026837/,Красногорск,sale,flat,20,32,2,65.0,15700000,, Липовой Рощи,2к1,Строгино,Sky Sputnik,Не указано,-1,Не указано,Не указано,Не указано
ID 62054,realtor,https://krasnogorsk.cian.ru/sale/flat/308756143/,Красногорск,sale,flat,6,9,3,62.4,9950000,, Ленина,26,Красногорская,,Не указано,-1,Не указано,Не указано,Не указано
Садовое кольцо,developer,https://krasnogorsk.cian.ru/sale/flat/304049716/,Красногорск,sale,flat,9,28,2,49.37,14383406,,,к8,Павшино,Тетрис ЖК,Не указано,-1,Не указано,Не указано,Не указано
WHITE BROKER,real_estate_agent,https://krasnogorsk.cian.ru/sale/flat/308568567/,Красногорск,sale,flat,7,34,1,35.0,8150000,,,к13,Строгино,Спутник ЖК,Не указано,-1,Не указано,Не указано,Не указано
МИЭЛЬ,real_estate_agent,https://krasnogorsk.cian.ru/sale/flat/301256282/,Красногорск,sale,flat,9,25,1,36.6,8498000,, Липовой Рощи,4к3,Липовая Роща,Sky Sputnik,Не указано,-1,Не указано,Не указано,Не указано
Садовое кольцо,developer,https://krasnogorsk.cian.ru/sale/flat/308893233/,Красногорск,sale,flat,24,28,2,54.43,15156850,,,к8,Павшино,Тетрис ЖК,Не указано,-1,Не указано,Не указано,Не указано
Century 21 Харламов,real_estate_agent,https://krasnogorsk.cian.ru/sale/flat/306132012/,Красногорск,sale,flat,20,31,1,38.84,9299000,,,к13,Липовая Роща,Спутник ЖК,Не указано,-1,Не указано,Не указано,Не указано
ЦАРИЦА,real_estate_agent,https://krasnogorsk.cian.ru/sale/flat/308260969/,Красногорск,sale,flat,2,9,1,33.0,6000000,, Школьная,,Павшино,,Не указано,-1,Не указано,Не указано,Не указано
Самолет,developer,https://krasnogorsk.cian.ru/sale/flat/308656184/,Красногорск,sale,flat,18,30,-1,23.49,9430530,,,20,Липовая Роща,Спутник ЖК,Не указано,-1,Не указано,Не указано,Не указано
Ай Кью Проекты,real_estate_agent,https://krasnogorsk.cian.ru/sale/flat/307753376/,Красногорск,sale,flat,22,28,2,43.6,15200000,,,20,Строгино,Спутник ЖК,Не указано,-1,Не указано,Не указано,Не указано
ID 237000,homeowner,https://krasnogorsk.cian.ru/sale/flat/308719750/,Красногорск,sale,flat,12,16,1,39.8,7320000,, Вилора Трифонова,4,Опалиха,,Не указано,-1,Не указано,Не указано,Не указано
СИТИ21,developer,https://krasnogorsk.cian.ru/sale/flat/297605124/,Красногорск,sale,flat,2,6,2,50.5,14264476,,аллея Золотая,4,Опалиха,8 кленов,Не указано,-1,Не указано,Не указано,Не указано
Вертикаль,real_estate_agent,https://krasnogorsk.cian.ru/sale/flat/306611767/,Красногорск,sale,flat,2,9,3,63.1,11500000,, Ленина,47к2,Опалиха,,Не указано,-1,Не указано,Не указано,Не указано
